X3,Y3,Z3,X2,Y2,Z2,X1,Y1,Z1
403,324,618.0,403.0,320.0,625.0,412.0,328.0,632.0
404,323,617.0,403.0,320.0,624.0,413.0,328.0,629.0
403,324,618.0,402.0,321.0,625.0,413.0,328.0,630.0
404,323,617.0,402.0,320.0,624.0,412.0,329.0,630.0
404,323,618.0,402.0,320.0,625.0,411.0,328.0,631.0
403,323,618.0,402.0,320.0,626.0,412.0,328.0,631.0
403,324,617.0,402.0,321.0,625.0,412.0,328.0,630.0
404,323,618.0,402.0,320.0,625.0,411.0,328.0,630.0
404,323,617.0,402.0,320.0,625.0,412.0,328.0,630.0
404,322,619.0,403.0,320.0,624.0,411.0,328.0,630.0
404,323,617.0,402.0,321.0,625.0,413.0,328.0,631.0
404,324,618.0,402.0,320.0,624.0,412.0,328.0,630.0
403,323,618.0,402.0,320.0,624.0,413.0,328.0,629.0
403,324,616.0,402.0,320.0,625.0,412.0,327.0,630.0
404,323,618.0,403.0,321.0,624.0,412.0,328.0,630.0
404,323,618.0,402.0,320.0,625.0,412.0,328.0,630.0
404,324,618.0,402.0,321.0,624.0,413.0,328.0,631.0
404,323,618.0,403.0,319.0,623.0,412.0,328.0,630.0
403,323,618.0,402.0,320.0,625.0,412.0,328.0,630.0
404,322,618.0,402.0,320.0,624.0,412.0,328.0,630.0
404,323,617.0,401.0,320.0,624.0,413.0,328.0,630.0
403,324,619.0,403.0,321.0,624.0,412.0,328.0,631.0
404,323,618.0,402.0,320.0,624.0,412.0,328.0,630.0
404,323,617.0,402.0,321.0,623.0,412.0,327.0,631.0
404,323,618.0,402.0,320.0,624.0,413.0,327.0,631.0
403,323,618.0,402.0,320.0,625.0,412.0,327.0,629.0
404,323,617.0,402.0,321.0,624.0,412.0,328.0,630.0
403,323,617.0,402.0,320.0,624.0,412.0,328.0,631.0
403,323,617.0,403.0,319.0,624.0,413.0,328.0,629.0
403,324,618.0,402.0,319.0,625.0,411.0,328.0,631.0
404,323,618.0,402.0,320.0,625.0,412.0,328.0,630.0
404,323,617.0,403.0,320.0,624.0,412.0,327.0,630.0
404,323,618.0,402.0,320.0,625.0,412.0,328.0,630.0
403,323,619.0,402.0,320.0,624.0,412.0,328.0,631.0
403,324,618.0,402.0,320.0,624.0,412.0,328.0,631.0
404,323,618.0,401.0,320.0,624.0,412.0,328.0,629.0
403,323,617.0,402.0,321.0,624.0,412.0,329.0,631.0
404,323,617.0,402.0,320.0,624.0,412.0,328.0,630.0
403,323,619.0,402.0,321.0,623.0,413.0,328.0,630.0
403,323,617.0,402.0,319.0,625.0,413.0,327.0,629.0
403,323,618.0,402.0,320.0,625.0,413.0,328.0,630.0
404,323,618.0,403.0,320.0,624.0,413.0,327.0,630.0
404,323,617.0,402.0,319.0,624.0,412.0,328.0,630.0
402,324,618.0,402.0,321.0,624.0,412.0,327.0,631.0
404,323,616.0,403.0,320.0,624.0,412.0,328.0,630.0
403,323,618.0,401.0,321.0,624.0,412.0,328.0,630.0
403,323,618.0,402.0,320.0,625.0,413.0,327.0,630.0
403,324,619.0,403.0,320.0,624.0,412.0,328.0,629.0
403,323,618.0,402.0,321.0,624.0,412.0,329.0,629.0
404,323,617.0,402.0,320.0,624.0,412.0,328.0,629.0
402,324,618.0,403.0,321.0,625.0,412.0,328.0,630.0
403,323,617.0,402.0,321.0,622.0,412.0,328.0,630.0
403,323,618.0,402.0,320.0,624.0,411.0,328.0,630.0
404,323,618.0,404.0,320.0,625.0,411.0,328.0,630.0
403,323,618.0,402.0,320.0,624.0,412.0,328.0,629.0
404,323,618.0,403.0,320.0,625.0,412.0,328.0,630.0
403,323,618.0,402.0,320.0,624.0,413.0,328.0,632.0
403,323,619.0,403.0,320.0,625.0,413.0,327.0,629.0
403,323,618.0,402.0,320.0,625.0,412.0,328.0,631.0
404,322,618.0,402.0,321.0,624.0,412.0,328.0,630.0
404,322,618.0,402.0,321.0,626.0,412.0,328.0,630.0
404,323,618.0,402.0,320.0,625.0,412.0,328.0,631.0
404,322,617.0,402.0,320.0,624.0,413.0,328.0,631.0
404,323,618.0,402.0,320.0,624.0,413.0,327.0,630.0
404,323,617.0,403.0,320.0,625.0,413.0,328.0,629.0
404,323,617.0,403.0,320.0,624.0,413.0,329.0,631.0
404,323,618.0,402.0,320.0,625.0,412.0,329.0,630.0
403,323,619.0,402.0,321.0,625.0,412.0,329.0,631.0
403,324,617.0,403.0,320.0,624.0,413.0,328.0,629.0
403,323,618.0,402.0,319.0,624.0,412.0,328.0,630.0
403,324,618.0,403.0,321.0,624.0,413.0,328.0,630.0
403,323,619.0,402.0,320.0,625.0,413.0,327.0,631.0
403,323,617.0,402.0,320.0,624.0,412.0,327.0,629.0
403,323,617.0,402.0,320.0,624.0,412.0,328.0,630.0
403,323,616.0,401.0,320.0,624.0,412.0,328.0,630.0
403,324,618.0,403.0,320.0,625.0,412.0,328.0,630.0
404,323,618.0,402.0,320.0,624.0,412.0,328.0,630.0
403,323,618.0,403.0,320.0,626.0,412.0,327.0,630.0
404,323,618.0,403.0,320.0,625.0,412.0,328.0,630.0
405,323,619.0,402.0,321.0,624.0,412.0,328.0,630.0
403,323,617.0,402.0,320.0,625.0,411.0,328.0,631.0
404,324,619.0,402.0,321.0,623.0,413.0,327.0,629.0
404,325,617.0,402.0,318.0,624.0,414.0,327.0,631.0
402,323,617.0,403.0,318.0,624.0,415.0,326.0,631.0
405,318,617.0,401.0,314.0,624.0,409.0,323.0,629.0
404,319,618.0,400.0,317.0,626.0,407.0,325.0,629.0
